order_id,customer_id,order_date,payment_method,order_status
ORD006985,CUST06387,2026-03-14,UPI,Delivered
ORD006986,CUST04766,2025-07-20,Debit Card,Delivered
ORD006987,CUST11729,2024-09-16,UPI,Returned
ORD006988,CUST03984,2026-02-21,UPI,Returned
ORD006989,CUST03284,2025-09-15,UPI,Delivered
ORD006990,CUST06717,2024-07-17,COD,Delivered
ORD006991,CUST05627,2024-04-05,Credit Card,Delivered
ORD006992,CUST01669,2025-08-31,Net Banking,Delivered
ORD006993,CUST03693,2026-04-04,Net Banking,Delivered
ORD006994,CUST01358,2024-11-14,Net Banking,Delivered
ORD006995,CUST02944,2026-04-24,Credit Card,Delivered
ORD006996,CUST05545,2024-11-15,COD,Pending
ORD006997,CUST11049,2024-05-24,Net Banking,Delivered
ORD006998,CUST10088,2026-03-31,COD,Delivered
ORD006999,CUST01820,2025-05-18,Debit Card,Delivered
ORD007000,CUST04234,2024-06-16,Credit Card,Delivered
ORD007001,CUST10358,2026-01-11,Debit Card,Delivered
ORD007002,CUST08829,2024-03-10,Credit Card,Delivered
ORD007003,CUST01204,2024-05-06,COD,Delivered
ORD007004,CUST04318,2025-05-21,COD,Delivered
ORD007005,CUST01394,2024-02-19,Debit Card,Cancelled
ORD007006,CUST04256,2026-04-15,Credit Card,Delivered
ORD007007,CUST01228,2024-09-27,Net Banking,Pending
ORD007008,CUST10797,2024-03-12,Net Banking,Pending
ORD007009,CUST00528,2025-02-21,UPI,Delivered
ORD007010,CUST06746,2026-01-27,Debit Card,Delivered
ORD007011,CUST08128,2024-08-30,COD,Returned
ORD007012,CUST06947,2026-07-14,Debit Card,Delivered
ORD007013,CUST04713,2025-04-15,Net Banking,Cancelled
ORD007014,CUST09873,2026-08-26,UPI,Delivered
ORD007015,CUST07280,2025-02-11,Credit Card,Delivered
ORD007016,CUST00215,2024-04-17,Net Banking,Delivered
ORD007017,CUST01942,2025-06-03,Net Banking,Delivered
ORD007018,CUST04786,2025-03-16,Debit Card,Delivered
ORD007019,CUST05653,2025-01-04,Credit Card,Pending
ORD007020,CUST04834,2026-08-23,Net Banking,Cancelled
ORD007021,CUST07214,2026-03-03,UPI,Cancelled
ORD007022,CUST11321,2024-07-23,COD,Delivered
ORD007023,CUST09702,2026-07-18,Net Banking,Delivered
ORD007024,CUST01439,2024-10-07,Debit Card,Delivered
ORD007025,CUST08097,2024-01-18,Net Banking,Delivered
ORD007026,CUST09647,2024-03-13,Debit Card,Cancelled
ORD007027,CUST03203,2024-07-16,Credit Card,Returned
ORD007028,CUST01976,2025-06-09,Net Banking,Delivered
ORD007029,CUST03090,2025-01-24,UPI,Cancelled
ORD007030,CUST06556,2025-04-10,Net Banking,Returned
ORD007031,CUST04239,2024-04-12,COD,Delivered
ORD007032,CUST09522,2024-08-05,UPI,Delivered
ORD007033,CUST01564,2026-03-14,COD,Delivered
ORD007034,CUST04910,2024-02-05,Net Banking,Delivered
ORD007035,CUST11377,2024-07-21,UPI,Delivered
ORD007036,CUST10868,2025-10-19,UPI,Delivered
ORD007037,CUST11080,2024-01-15,COD,Delivered
ORD007038,CUST03448,2026-02-06,Credit Card,Pending
ORD007039,CUST05608,2024-12-10,COD,Delivered
ORD007040,CUST09979,2024-09-28,UPI,Delivered
ORD007041,CUST09841,2024-03-16,Net Banking,Delivered
ORD007042,CUST01118,2024-01-14,Net Banking,Delivered
ORD007043,CUST07169,2025-07-12,Credit Card,Delivered
ORD007044,CUST08647,2025-11-24,Net Banking,Cancelled
ORD007045,CUST11959,2024-02-27,UPI,Delivered
ORD007046,CUST07994,2025-12-17,Net Banking,Delivered
ORD007047,CUST07630,2024-08-18,UPI,Delivered
ORD007048,CUST11413,2025-10-31,Net Banking,Delivered
ORD007049,CUST03640,2025-04-28,Credit Card,Delivered
ORD007050,CUST05777,2024-10-28,Net Banking,Delivered
ORD007051,CUST00078,2025-06-11,Debit Card,Delivered
ORD007052,CUST08839,2024-05-08,Debit Card,Cancelled
ORD007053,CUST01103,2025-11-11,UPI,Returned
ORD007054,CUST07100,2026-01-02,UPI,Delivered
ORD007055,CUST00248,2026-06-07,Net Banking,Pending
ORD007056,CUST11952,2026-03-05,Debit Card,Returned
ORD007057,CUST03293,2024-07-23,Net Banking,Cancelled
ORD007058,CUST01151,2024-03-02,UPI,Delivered
ORD007059,CUST10131,2026-07-12,COD,Delivered
ORD007060,CUST05000,2025-02-07,Debit Card,Delivered
ORD007061,CUST08606,2024-02-24,Debit Card,Delivered
ORD007062,CUST11883,2024-11-02,COD,Delivered
ORD007063,CUST08868,2025-09-20,COD,Cancelled
ORD007064,CUST11442,2024-03-09,Debit Card,Delivered
ORD007065,CUST10322,2026-05-05,Debit Card,Delivered
ORD007066,CUST01410,2024-07-19,Debit Card,Delivered
ORD007067,CUST07685,2024-04-06,UPI,Pending
ORD007068,CUST09902,2025-02-21,Debit Card,Delivered
ORD007069,CUST08525,2026-01-19,Credit Card,Delivered
ORD007070,CUST02344,2025-02-14,Debit Card,Delivered
ORD007071,CUST08633,2025-09-04,COD,Delivered
ORD007072,CUST06923,2025-08-31,Credit Card,Cancelled
ORD007073,CUST08721,2025-01-02,COD,Delivered
ORD007074,CUST05707,2024-10-20,COD,Delivered
ORD007075,CUST07289,2024-10-11,Net Banking,Delivered
ORD007076,CUST01818,2026-03-13,Debit Card,Delivered
ORD007077,CUST11815,2024-10-02,Debit Card,Delivered
ORD007078,CUST07010,2025-10-20,Debit Card,Cancelled
ORD007079,CUST10435,2025-01-23,COD,Delivered
ORD007080,CUST02546,2024-10-07,Credit Card,Delivered
ORD007081,CUST04249,2025-08-27,Debit Card,Delivered
ORD007082,CUST04440,2024-10-08,Debit Card,Delivered
ORD007083,CUST04212,2026-05-27,Credit Card,Delivered
ORD007084,CUST11223,2026-08-04,Credit Card,Delivered
ORD007085,CUST03998,2024-07-12,Debit Card,Delivered
ORD007086,CUST08296,2025-12-01,Net Banking,Delivered
ORD007087,CUST02296,2026-06-29,Debit Card,Returned
ORD007088,CUST09179,2024-05-07,Debit Card,Delivered
ORD007089,CUST05042,2025-07-10,COD,Cancelled
ORD007090,CUST00364,2026-02-12,UPI,Delivered
ORD007091,CUST10924,2025-11-28,Debit Card,Delivered
ORD007092,CUST10057,2026-06-15,COD,Returned
ORD007093,CUST01410,2026-04-20,UPI,Delivered
ORD007094,CUST04984,2024-02-12,COD,Delivered
ORD007095,CUST09365,2026-02-22,COD,Delivered
ORD007096,CUST01227,2024-01-14,Net Banking,Delivered
ORD007097,CUST03446,2024-03-14,Credit Card,Delivered
ORD007098,CUST11289,2024-01-19,Credit Card,Returned
ORD007099,CUST06120,2024-02-20,COD,Delivered
ORD007100,CUST00965,2025-01-26,Credit Card,Delivered
ORD007101,CUST01814,2024-10-30,Debit Card,Delivered
ORD007102,CUST11717,2025-10-13,Net Banking,Cancelled
ORD007103,CUST10251,2025-12-10,Net Banking,Delivered
ORD007104,CUST01285,2024-10-17,Credit Card,Delivered
ORD007105,CUST06662,2024-07-16,Credit Card,Cancelled
ORD007106,CUST10465,2025-06-01,Net Banking,Delivered
ORD007107,CUST05392,2024-12-20,COD,Delivered
ORD007108,CUST02808,2024-08-23,COD,Delivered
ORD007109,CUST08600,2024-09-23,COD,Delivered
ORD007110,CUST08206,2024-09-07,Debit Card,Delivered
ORD007111,CUST00536,2026-07-22,COD,Delivered
ORD007112,CUST00254,2026-05-08,COD,Delivered
ORD007113,CUST02892,2025-06-21,Credit Card,Delivered
ORD007114,CUST07079,2026-07-12,UPI,Cancelled
ORD007115,CUST09990,2025-08-06,COD,Delivered
ORD007116,CUST05879,2024-03-29,COD,Delivered
ORD007117,CUST04585,2024-03-23,UPI,Delivered
ORD007118,CUST03184,2026-03-28,COD,Delivered
ORD007119,CUST07470,2026-08-11,UPI,Delivered
ORD007120,CUST00105,2025-06-21,UPI,Delivered
ORD007121,CUST00228,2026-07-28,COD,Delivered
ORD007122,CUST07593,2026-02-21,Debit Card,Cancelled
ORD007123,CUST06632,2025-05-01,COD,Delivered
ORD007124,CUST02030,2025-04-04,Debit Card,Delivered
ORD007125,CUST00453,2024-10-06,COD,Delivered
ORD007126,CUST11120,2026-04-24,Debit Card,Delivered
ORD007127,CUST09898,2024-07-05,COD,Cancelled
ORD007128,CUST01211,2026-04-04,Net Banking,Pending
ORD007129,CUST01955,2025-02-04,Net Banking,Pending
ORD007130,CUST07491,2026-08-30,UPI,Delivered
ORD007131,CUST03411,2025-08-15,Credit Card,Delivered
ORD007132,CUST08275,2025-05-05,Net Banking,Delivered
ORD007133,CUST00833,2025-10-02,Net Banking,Delivered
ORD007134,CUST10582,2024-05-18,COD,Delivered
ORD007135,CUST00147,2024-10-02,Credit Card,Delivered
ORD007136,CUST09178,2025-06-26,COD,Delivered
ORD007137,CUST02383,2026-01-17,COD,Delivered
ORD007138,CUST11923,2025-09-02,UPI,Delivered
ORD007139,CUST06937,2024-06-15,COD,Pending
ORD007140,CUST02727,2025-03-22,COD,Pending
ORD007141,CUST02271,2024-01-06,UPI,Delivered
ORD007142,CUST04702,2024-12-20,COD,Returned
ORD007143,CUST11640,2026-03-06,Credit Card,Delivered
ORD007144,CUST11937,2026-08-04,UPI,Cancelled
ORD007145,CUST04956,2024-02-22,Net Banking,Returned
ORD007146,CUST09798,2024-04-25,COD,Delivered
ORD007147,CUST08874,2024-10-26,Credit Card,Delivered
ORD007148,CUST00398,2024-03-05,Debit Card,Delivered
ORD007149,CUST10501,2024-07-26,UPI,Delivered
ORD007150,CUST01467,2026-01-22,UPI,Delivered
ORD007151,CUST00441,2024-04-18,COD,Delivered
ORD007152,CUST07895,2026-02-18,COD,Delivered
ORD007153,CUST10044,2024-06-04,UPI,Delivered
ORD007154,CUST11744,2026-02-06,COD,Delivered
ORD007155,CUST05087,2025-08-06,COD,Delivered
ORD007156,CUST04686,2026-08-21,Credit Card,Returned
ORD007157,CUST00992,2026-01-04,Credit Card,Delivered
ORD007158,CUST07615,2026-01-30,Credit Card,Delivered
ORD007159,CUST11185,2024-04-19,Net Banking,Delivered
ORD007160,CUST10203,2024-01-30,UPI,Delivered
ORD007161,CUST09921,2025-02-22,UPI,Delivered
ORD007162,CUST07025,2025-01-24,COD,Delivered
ORD007163,CUST08500,2024-12-23,COD,Delivered
ORD007164,CUST02697,2025-08-19,UPI,Delivered
ORD007165,CUST00144,2025-06-25,COD,Delivered
ORD007166,CUST11811,2025-01-15,Credit Card,Cancelled
ORD007167,CUST08522,2026-04-27,Debit Card,Delivered
ORD007168,CUST10097,2026-04-10,Net Banking,Delivered
ORD007169,CUST00784,2026-02-14,Credit Card,Returned
ORD007170,CUST09182,2025-12-31,Credit Card,Delivered
ORD007171,CUST03233,2024-05-07,COD,Cancelled
ORD007172,CUST06451,2024-10-15,Net Banking,Delivered
ORD007173,CUST02875,2026-03-21,Debit Card,Delivered
ORD007174,CUST11391,2024-03-16,Debit Card,Delivered
ORD007175,CUST02052,2024-10-25,COD,Delivered
ORD007176,CUST03564,2025-07-10,Net Banking,Delivered
ORD007177,CUST09602,2026-01-15,Credit Card,Delivered
ORD007178,CUST04601,2026-01-25,Credit Card,Returned
ORD007179,CUST00186,2025-04-15,UPI,Delivered
ORD007180,CUST07014,2026-08-07,Credit Card,Delivered
ORD007181,CUST08034,2026-01-19,Debit Card,Delivered
ORD007182,CUST11545,2025-05-01,Debit Card,Delivered
ORD007183,CUST09497,2025-05-08,Net Banking,Delivered
ORD007184,CUST09851,2024-04-24,Credit Card,Pending
ORD007185,CUST03866,2025-01-05,Credit Card,Delivered
ORD007186,CUST02788,2025-03-24,Credit Card,Delivered
ORD007187,CUST03056,2026-06-21,Debit Card,Delivered
ORD007188,CUST10602,2024-06-12,Debit Card,Delivered
ORD007189,CUST10423,2026-03-03,COD,Delivered
ORD007190,CUST09198,2024-07-31,UPI,Cancelled
ORD007191,CUST10371,2024-10-19,Credit Card,Delivered
ORD007192,CUST01966,2024-04-30,COD,Cancelled
ORD007193,CUST06330,2025-01-30,Net Banking,Returned
ORD007194,CUST03467,2026-07-16,Credit Card,Delivered
ORD007195,CUST03733,2026-08-02,Credit Card,Delivered
ORD007196,CUST11307,2025-02-25,COD,Delivered
ORD007197,CUST03076,2025-07-21,UPI,Delivered
ORD007198,CUST03397,2024-03-20,Net Banking,Delivered
ORD007199,CUST07366,2026-08-18,Net Banking,Cancelled
ORD007200,CUST08982,2026-05-25,Net Banking,Delivered
ORD007201,CUST02926,2025-01-15,Debit Card,Delivered
ORD007202,CUST03431,2024-10-08,UPI,Delivered
ORD007203,CUST07174,2025-07-22,Credit Card,Delivered
ORD007204,CUST01998,2026-06-28,UPI,Delivered
ORD007205,CUST05782,2025-03-15,UPI,Delivered
ORD007206,CUST06928,2024-11-21,UPI,Delivered
ORD007207,CUST02016,2024-10-23,UPI,Cancelled
ORD007208,CUST06308,2024-02-20,UPI,Delivered
ORD007209,CUST02738,2025-04-12,Debit Card,Delivered
ORD007210,CUST07738,2025-03-26,COD,Pending
ORD007211,CUST00711,2025-05-15,UPI,Delivered
ORD007212,CUST04695,2026-05-24,Credit Card,Delivered
ORD007213,CUST11643,2025-06-07,UPI,Returned
ORD007214,CUST01203,2024-04-06,Net Banking,Delivered
ORD007215,CUST11311,2026-08-02,Net Banking,Delivered
ORD007216,CUST03050,2025-09-12,Net Banking,Returned
ORD007217,CUST07555,2026-02-07,Net Banking,Delivered
ORD007218,CUST11891,2025-10-20,UPI,Delivered
ORD007219,CUST08245,2025-12-06,Net Banking,Delivered
ORD007220,CUST09970,2025-03-17,Debit Card,Pending
ORD007221,CUST01311,2024-12-08,UPI,Pending
ORD007222,CUST01407,2024-08-24,COD,Returned
ORD007223,CUST04086,2025-08-06,Net Banking,Delivered
ORD007224,CUST04675,2024-08-13,UPI,Returned
ORD007225,CUST05457,2024-05-05,Debit Card,Delivered
ORD007226,CUST05303,2024-09-16,Credit Card,Delivered
ORD007227,CUST10471,2026-06-22,UPI,Pending
ORD007228,CUST03522,2025-06-22,COD,Returned
ORD007229,CUST10629,2025-06-21,Credit Card,Delivered
ORD007230,CUST01309,2024-12-18,Net Banking,Cancelled
ORD007231,CUST05283,2026-03-21,UPI,Delivered
ORD007232,CUST06116,2025-09-07,Net Banking,Delivered
ORD007233,CUST02354,2026-05-26,Credit Card,Delivered
ORD007234,CUST09487,2024-02-09,Debit Card,Delivered
ORD007235,CUST01565,2025-11-20,COD,Cancelled
ORD007236,CUST00409,2025-03-26,UPI,Delivered
ORD007237,CUST01099,2025-12-13,Credit Card,Delivered
ORD007238,CUST09701,2024-07-20,Credit Card,Delivered
ORD007239,CUST05433,2025-06-24,UPI,Delivered
ORD007240,CUST00112,2024-12-06,UPI,Pending
ORD007241,CUST01272,2024-09-03,Net Banking,Delivered
ORD007242,CUST05939,2024-04-26,UPI,Delivered
ORD007243,CUST02884,2025-01-16,UPI,Delivered
ORD007244,CUST07036,2026-07-26,Credit Card,Delivered
ORD007245,CUST06902,2024-08-29,Net Banking,Cancelled
ORD007246,CUST01676,2026-02-24,Net Banking,Delivered
ORD007247,CUST06624,2024-12-02,COD,Returned
ORD007248,CUST00325,2024-09-03,COD,Delivered
ORD007249,CUST11626,2025-10-22,COD,Delivered
ORD007250,CUST04074,2026-08-20,COD,Delivered
ORD007251,CUST03827,2026-04-09,Net Banking,Delivered
ORD007252,CUST06629,2025-02-14,Credit Card,Delivered
ORD007253,CUST01433,2024-04-05,COD,Delivered
ORD007254,CUST05956,2024-04-15,COD,Delivered
ORD007255,CUST05528,2024-08-08,Net Banking,Delivered
ORD007256,CUST11002,2024-06-23,Debit Card,Delivered
ORD007257,CUST10019,2025-04-21,Credit Card,Delivered
ORD007258,CUST09341,2025-06-21,Credit Card,Returned
ORD007259,CUST07944,2026-06-23,Credit Card,Delivered
ORD007260,CUST03785,2025-08-25,Debit Card,Delivered
ORD007261,CUST04380,2025-01-13,COD,Pending
ORD007262,CUST06582,2025-01-30,COD,Delivered
ORD007263,CUST06014,2025-06-11,Credit Card,Delivered
ORD007264,CUST00872,2026-03-25,Debit Card,Delivered
ORD007265,CUST08236,2024-02-25,Debit Card,Delivered
ORD007266,CUST11786,2026-04-13,Net Banking,Delivered
ORD007267,CUST06520,2025-07-16,Net Banking,Delivered
ORD007268,CUST10415,2025-05-01,COD,Delivered
ORD007269,CUST10627,2024-10-09,COD,Delivered
ORD007270,CUST07322,2025-04-01,COD,Delivered
ORD007271,CUST04703,2025-09-13,Credit Card,Delivered
ORD007272,CUST00002,2024-03-06,Credit Card,Delivered
ORD007273,CUST10701,2025-07-27,Net Banking,Delivered
ORD007274,CUST06892,2024-03-11,COD,Cancelled
ORD007275,CUST04494,2026-06-22,COD,Delivered
ORD007276,CUST11596,2025-11-08,Net Banking,Delivered
ORD007277,CUST00597,2025-06-01,Credit Card,Delivered
ORD007278,CUST07036,2025-09-23,Credit Card,Delivered
ORD007279,CUST06518,2025-07-24,Net Banking,Delivered
ORD007280,CUST01790,2026-02-25,Debit Card,Delivered
ORD007281,CUST03805,2025-08-13,UPI,Delivered
ORD007282,CUST09977,2026-08-09,UPI,Delivered
ORD007283,CUST11262,2024-08-24,Net Banking,Cancelled
ORD007284,CUST07213,2024-06-04,Debit Card,Delivered
ORD007285,CUST04067,2024-05-17,Net Banking,Delivered
ORD007286,CUST04911,2024-06-21,COD,Delivered
ORD007287,CUST05652,2026-05-12,Debit Card,Delivered
ORD007288,CUST02172,2025-12-05,COD,Returned
ORD007289,CUST04669,2024-06-26,Net Banking,Delivered
ORD007290,CUST07424,2025-02-19,Credit Card,Cancelled
ORD007291,CUST05836,2026-08-14,COD,Delivered
ORD007292,CUST08709,2024-05-23,Credit Card,Delivered
ORD007293,CUST00314,2026-06-20,Credit Card,Returned
ORD007294,CUST01361,2025-03-25,Net Banking,Delivered
ORD007295,CUST02125,2026-04-09,Net Banking,Delivered
ORD007296,CUST00828,2026-01-15,UPI,Delivered
ORD007297,CUST01677,2024-11-17,COD,Delivered
ORD007298,CUST10340,2026-08-20,Credit Card,Pending
ORD007299,CUST04392,2025-10-20,COD,Delivered
ORD007300,CUST03779,2026-02-10,COD,Delivered
ORD007301,CUST11956,2025-01-11,Net Banking,Delivered
ORD007302,CUST11522,2025-07-08,COD,Delivered
ORD007303,CUST01461,2024-05-25,UPI,Delivered
ORD007304,CUST02755,2025-09-14,Debit Card,Pending
ORD007305,CUST05771,2024-06-22,Credit Card,Delivered
ORD007306,CUST10763,2026-05-26,Debit Card,Delivered
ORD007307,CUST08970,2026-01-27,Debit Card,Delivered
ORD007308,CUST01564,2026-03-24,Credit Card,Cancelled
ORD007309,CUST05239,2025-12-25,Debit Card,Delivered
ORD007310,CUST08587,2026-07-05,COD,Delivered
ORD007311,CUST09713,2025-09-06,Net Banking,Delivered
ORD007312,CUST01273,2024-06-06,UPI,Delivered
ORD007313,CUST05127,2025-12-04,UPI,Cancelled
ORD007314,CUST05533,2025-07-06,COD,Delivered
ORD007315,CUST05057,2025-02-04,Net Banking,Delivered
ORD007316,CUST08847,2024-05-12,Net Banking,Delivered
ORD007317,CUST11783,2024-01-05,Debit Card,Cancelled
ORD007318,CUST01476,2026-06-03,UPI,Returned
ORD007319,CUST10807,2025-12-13,UPI,Delivered
ORD007320,CUST06019,2024-03-15,UPI,Delivered
ORD007321,CUST07188,2026-08-01,Credit Card,Delivered
ORD007322,CUST01916,2026-06-14,UPI,Delivered
ORD007323,CUST08195,2024-12-25,Credit Card,Delivered
ORD007324,CUST00413,2025-04-06,COD,Delivered
ORD007325,CUST04116,2025-09-23,Credit Card,Delivered
ORD007326,CUST04092,2025-07-03,Credit Card,Delivered
ORD007327,CUST04541,2026-02-12,Net Banking,Delivered
ORD007328,CUST01370,2025-11-28,Debit Card,Delivered
ORD007329,CUST09946,2026-02-20,Net Banking,Delivered
ORD007330,CUST06821,2026-08-25,UPI,Delivered
ORD007331,CUST03412,2026-01-03,Net Banking,Delivered
ORD007332,CUST05171,2026-08-12,Debit Card,Pending
ORD007333,CUST10613,2025-03-24,Credit Card,Delivered
ORD007334,CUST10922,2024-12-10,Credit Card,Cancelled
ORD007335,CUST08545,2025-06-08,COD,Cancelled
ORD007336,CUST08670,2025-10-28,COD,Delivered
ORD007337,CUST02292,2026-07-09,Debit Card,Delivered
ORD007338,CUST05677,2025-11-26,Debit Card,Delivered
ORD007339,CUST04823,2024-03-08,Net Banking,Delivered
ORD007340,CUST07583,2025-11-29,Debit Card,Delivered
ORD007341,CUST07191,2024-08-26,Net Banking,Delivered
ORD007342,CUST02101,2026-02-01,COD,Delivered
ORD007343,CUST05162,2024-04-04,Net Banking,Delivered
ORD007344,CUST11940,2025-11-19,Net Banking,Delivered
ORD007345,CUST11880,2025-06-13,COD,Delivered
ORD007346,CUST11121,2024-07-21,UPI,Delivered
ORD007347,CUST04949,2026-04-23,Debit Card,Delivered
ORD007348,CUST11418,2024-01-03,Credit Card,Delivered
ORD007349,CUST01351,2024-07-25,COD,Delivered
ORD007350,CUST00373,2025-07-22,Net Banking,Returned
ORD007351,CUST06699,2026-06-20,Credit Card,Delivered
ORD007352,CUST01490,2024-11-20,Debit Card,Delivered
ORD007353,CUST04998,2026-03-09,Credit Card,Cancelled
ORD007354,CUST11830,2026-02-14,Credit Card,Delivered
ORD007355,CUST02868,2025-06-05,Debit Card,Delivered
ORD007356,CUST03566,2024-01-03,Net Banking,Cancelled
ORD007357,CUST09666,2024-01-12,Net Banking,Delivered
ORD007358,CUST09840,2026-05-09,UPI,Returned
ORD007359,CUST01023,2025-04-04,Net Banking,Delivered
ORD007360,CUST05224,2025-09-09,UPI,Returned
ORD007361,CUST10415,2024-12-15,COD,Delivered
ORD007362,CUST09284,2026-02-25,Debit Card,Delivered
ORD007363,CUST05645,2026-07-05,UPI,Delivered
ORD007364,CUST11038,2024-07-27,Debit Card,Delivered
ORD007365,CUST10732,2024-01-14,Credit Card,Returned
ORD007366,CUST02380,2024-04-12,Debit Card,Delivered
ORD007367,CUST07467,2026-01-24,Debit Card,Delivered
ORD007368,CUST07024,2024-11-26,Debit Card,Delivered
ORD007369,CUST11307,2025-06-24,Credit Card,Delivered
ORD007370,CUST05764,2026-05-31,Net Banking,Pending
ORD007371,CUST05212,2024-09-19,UPI,Delivered
ORD007372,CUST00490,2024-02-18,COD,Delivered
ORD007373,CUST02592,2025-12-05,Debit Card,Pending
ORD007374,CUST03981,2025-05-03,Debit Card,Delivered
ORD007375,CUST00036,2024-09-19,UPI,Delivered
ORD007376,CUST01306,2025-02-01,UPI,Delivered
ORD007377,CUST07373,2026-02-22,Credit Card,Delivered
ORD007378,CUST07830,2025-09-02,UPI,Returned
ORD007379,CUST02699,2025-10-17,Credit Card,Delivered
ORD007380,CUST02841,2026-05-02,Net Banking,Returned
ORD007381,CUST06991,2026-06-27,Credit Card,Delivered
ORD007382,CUST08365,2024-12-03,Debit Card,Delivered
ORD007383,CUST09892,2025-02-16,COD,Delivered
ORD007384,CUST03490,2025-04-13,Debit Card,Delivered
ORD007385,CUST06432,2026-04-20,Credit Card,Returned
ORD007386,CUST03174,2025-01-12,Debit Card,Cancelled
ORD007387,CUST00665,2025-01-15,Net Banking,Returned
ORD007388,CUST02499,2024-03-01,Net Banking,Delivered
ORD007389,CUST10228,2026-07-21,COD,Pending
ORD007390,CUST00121,2024-12-30,COD,Delivered
ORD007391,CUST01081,2026-02-23,Net Banking,Pending
ORD007392,CUST02287,2024-10-13,Net Banking,Delivered
ORD007393,CUST01437,2025-07-24,Debit Card,Delivered
ORD007394,CUST08213,2025-08-22,Net Banking,Returned
ORD007395,CUST09045,2026-05-28,Credit Card,Delivered
ORD007396,CUST03605,2025-03-06,Debit Card,Delivered
ORD007397,CUST07111,2026-02-12,UPI,Delivered
ORD007398,CUST11183,2026-03-10,COD,Delivered
ORD007399,CUST07466,2024-10-13,COD,Delivered
ORD007400,CUST06155,2025-02-05,COD,Cancelled
ORD007401,CUST11255,2026-02-01,Debit Card,Delivered
ORD007402,CUST03642,2026-06-04,Net Banking,Returned
ORD007403,CUST06498,2024-08-27,Credit Card,Delivered
ORD007404,CUST10190,2024-01-09,UPI,Pending
ORD007405,CUST03824,2025-05-29,COD,Delivered
ORD007406,CUST01945,2025-09-29,Debit Card,Delivered
ORD007407,CUST01218,2025-08-05,Credit Card,Delivered
ORD007408,CUST07020,2025-02-13,Net Banking,Delivered
ORD007409,CUST01010,2026-06-27,UPI,Cancelled
ORD007410,CUST10914,2025-11-04,COD,Delivered
ORD007411,CUST06446,2024-10-25,Net Banking,Returned
ORD007412,CUST05142,2026-01-02,Debit Card,Delivered
ORD007413,CUST08016,2025-11-03,COD,Delivered
ORD007414,CUST02695,2024-11-20,Debit Card,Delivered
ORD007415,CUST06130,2025-11-06,Net Banking,Cancelled
ORD007416,CUST08209,2025-08-13,UPI,Delivered
ORD007417,CUST03843,2025-09-24,COD,Delivered
ORD007418,CUST02444,2024-07-20,COD,Delivered
ORD007419,CUST03148,2026-04-15,Credit Card,Pending
ORD007420,CUST08395,2026-05-18,COD,Delivered
ORD007421,CUST08425,2025-01-17,Credit Card,Delivered
ORD007422,CUST08979,2024-02-16,Net Banking,Delivered
ORD007423,CUST01773,2026-08-14,Net Banking,Delivered
ORD007424,CUST00096,2024-08-16,UPI,Pending
ORD007425,CUST08466,2026-03-23,Net Banking,Cancelled
ORD007426,CUST07940,2024-12-23,UPI,Returned
ORD007427,CUST03990,2025-08-30,Debit Card,Delivered
ORD007428,CUST09592,2025-12-28,Credit Card,Delivered
ORD007429,CUST10213,2024-12-05,Debit Card,Delivered
ORD007430,CUST11763,2026-08-01,UPI,Delivered
ORD007431,CUST10416,2024-02-10,COD,Delivered
ORD007432,CUST07878,2026-07-22,Credit Card,Delivered
ORD007433,CUST01944,2024-12-25,Debit Card,Delivered
ORD007434,CUST02093,2024-11-19,Debit Card,Delivered
ORD007435,CUST05499,2024-07-21,Debit Card,Returned
ORD007436,CUST01885,2024-09-23,Net Banking,Delivered
ORD007437,CUST05002,2026-02-22,COD,Delivered
ORD007438,CUST04526,2025-09-08,Debit Card,Delivered
ORD007439,CUST08868,2024-03-05,Debit Card,Delivered
ORD007440,CUST01634,2025-04-25,Debit Card,Returned
ORD007441,CUST09523,2025-12-11,COD,Delivered
ORD007442,CUST11168,2025-03-26,Debit Card,Delivered
ORD007443,CUST01267,2026-04-18,Credit Card,Delivered
ORD007444,CUST00137,2025-05-27,Net Banking,Delivered
ORD007445,CUST05178,2024-08-12,Net Banking,Delivered
ORD007446,CUST09124,2025-03-30,Debit Card,Delivered
ORD007447,CUST01942,2024-01-04,COD,Delivered
ORD007448,CUST06925,2025-08-16,COD,Delivered
ORD007449,CUST08361,2024-09-01,UPI,Delivered
ORD007450,CUST08654,2025-07-02,UPI,Returned
ORD007451,CUST04506,2025-02-01,Credit Card,Delivered
ORD007452,CUST08056,2024-08-31,Credit Card,Cancelled
ORD007453,CUST07552,2026-04-26,COD,Cancelled
ORD007454,CUST11709,2026-03-03,Credit Card,Delivered
ORD007455,CUST08748,2026-04-29,UPI,Delivered
ORD007456,CUST06617,2025-10-05,COD,Delivered
ORD007457,CUST08790,2026-08-19,UPI,Delivered
ORD007458,CUST11038,2024-06-19,Debit Card,Delivered
ORD007459,CUST06733,2024-01-26,Debit Card,Delivered
ORD007460,CUST01266,2024-07-30,Credit Card,Delivered
ORD007461,CUST04005,2025-10-16,UPI,Delivered
ORD007462,CUST09018,2026-06-20,COD,Delivered
ORD007463,CUST10067,2024-06-13,COD,Delivered
ORD007464,CUST09891,2025-09-30,Credit Card,Delivered
ORD007465,CUST01532,2026-07-27,UPI,Pending
ORD007466,CUST03761,2024-02-11,Credit Card,Delivered
ORD007467,CUST05819,2026-02-19,COD,Returned
